nombre,tipo,ciudad,barrio,link,Precio,Área,Baños,Habitaciones,Entrega,Parqueaderos,Estudio,cuarto_util
Luna Del Viento,Apartamentos,Medellín,Robledo,https://www.informeinmobiliario.com/apartamentos-venta-medellin-robledo/proyecto/970,174000000.0,51.0,2,3,No info,No info,No info,No info
Campura,Apartamentos,San Antonio de Prado,,https://www.informeinmobiliario.com/apartamentos-venta-san-antonio-de-prado/proyecto/1300,190170000.0,52.0,2,3,No info,No info,No info,No info
Manantial,Apartamentos,Rionegro,V. Abreo,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-abreo/proyecto/1325,190755000.0,50.0,2,2,2026,No info,1,No info
Bosque Robledal,Apartamentos,Rionegro,,https://www.informeinmobiliario.com/apartamentos-venta-rionegro/proyecto/1279,190000000.0,49.0,1,2,No info,No info,1,No info
Bosque Robledal,Apartamentos,Rionegro,,https://www.informeinmobiliario.com/apartamentos-venta-rionegro/proyecto/1279,1900000000.0,53.0,2,3,No info,No info,1,No info
Entrecerros,Apartamentos,Bello,Niquia,https://www.informeinmobiliario.com/apartamentos-venta-bello-niquia/proyecto/1040,186800000.0,49.0,2,3,No info,No info,No info,No info
Flandes,Apartamentos,La Ceja,Payuco,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja-payuco/proyecto/1320,186040000.0,49.0,1,2,No info,No info,No info,No info
Flandes,Apartamentos,La Ceja,Payuco,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja-payuco/proyecto/1320,1860400000.0,52.0,1,3,No info,No info,No info,No info
Flandes,Apartamentos,La Ceja,Payuco,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja-payuco/proyecto/1320,18604000000.0,52.0,1,3,No info,No info,No info,No info
Citrika,Apartamentos,Rionegro,V. Fontibon,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-fontibon/proyecto/1206,184300000.0,48.0,2,3,No info,No info,No info,No info
Citrika,Apartamentos,Rionegro,V. Fontibon,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-fontibon/proyecto/1206,1843000000.0,48.0,2,3,No info,No info,No info,No info
Naté,Apartamentos,Rionegro,V. Fontibon,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-fontibon/proyecto/738,184300000.0,49.0,2,3,No info,No info,No info,No info
Trópico,Apartamentos,San Antonio de Prado,,https://www.informeinmobiliario.com/apartamentos-venta-san-antonio-de-prado/proyecto/959,183000000.0,45.0,2,2,No info,No info,No info,No info
Trópico,Apartamentos,San Antonio de Prado,,https://www.informeinmobiliario.com/apartamentos-venta-san-antonio-de-prado/proyecto/959,1830000000.0,47.0,1,2,No info,No info,1,No info
Néo,Apartamentos,Marinilla,La Dalia,https://www.informeinmobiliario.com/apartamentos-venta-marinilla-la-dalia/proyecto/1139,172260000.0,50.0,2,3,No info,No info,No info,No info
Néo,Apartamentos,Marinilla,La Dalia,https://www.informeinmobiliario.com/apartamentos-venta-marinilla-la-dalia/proyecto/1139,1722600000.0,50.0,2,3,No info,No info,No info,No info
Vallarta,Apartamentos,La Ceja,Payuco,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja-payuco/proyecto/1293,179000000.0,49.0,2,3,2025-2026,No info,No info,No info
Vallarta,Apartamentos,La Ceja,Payuco,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja-payuco/proyecto/1293,1790000000.0,49.0,2,3,2025-2026,No info,No info,No info
Living 97,Apartamentos,Medellín,,https://www.informeinmobiliario.com/apartamentos-venta-medellin/proyecto/1271,169730000.0,35.0,2,1,No info,No info,No info,No info
Living 97,Apartamentos,Medellín,,https://www.informeinmobiliario.com/apartamentos-venta-medellin/proyecto/1271,1697300000.0,39.0,2,1,No info,No info,No info,No info
Living 97,Apartamentos,Medellín,,https://www.informeinmobiliario.com/apartamentos-venta-medellin/proyecto/1271,16973000000.0,39.0,2,1,No info,No info,No info,No info
Rosales,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1461,170000000.0,57.0,2,3,No info,No info,No info,No info
Rosales,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1461,1700000000.0,57.0,2,3,No info,No info,No info,No info
Allegro,Apartamentos,Copacabana,Machado,https://www.informeinmobiliario.com/apartamentos-venta-copacabana-machado/proyecto/981,169360000.0,53.0,2,2,No info,No info,No info,No info
Natal,Apartamentos,La Estrella,Inmaculada 1,https://www.informeinmobiliario.com/apartamentos-venta-la-estrella-inmaculada-1/proyecto/1111,191853000.0,50.0,2,2,No info,1,No info,No info
Natal,Apartamentos,La Estrella,Inmaculada 1,https://www.informeinmobiliario.com/apartamentos-venta-la-estrella-inmaculada-1/proyecto/1111,1918530000.0,50.0,2,2,No info,1,No info,No info
Ciudadela San Miguel,Apartamentos,Caldas,V. La Raya,https://www.informeinmobiliario.com/apartamentos-venta-caldas-v-la-raya/proyecto/1159,203580020.0,50.0,2,2,2025-2026,No info,1,No info
Calasanz Reservado,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/1298,203345100.0,47.0,2,2,2026,No info,No info,No info
Solei,Apartamentos,Bello,Santa Ana,https://www.informeinmobiliario.com/apartamentos-venta-bello-santa-ana/proyecto/1129,202954000.0,52.0,2,3,No info,No info,No info,No info
Puerto Paraiso,Apartamentos,Bello,Santa Ana,https://www.informeinmobiliario.com/apartamentos-venta-bello-santa-ana/proyecto/990,201914000.0,54.0,2,3,No info,No info,1,No info
Plaza Kahuana,Apartamentos,Copacabana,Simón Bolívar,https://www.informeinmobiliario.com/apartamentos-venta-copacabana-simon-bolivar/proyecto/1308,201900000.0,54.0,2,3,2025-2026,No info,No info,No info
Plaza Kahuana,Apartamentos,Copacabana,Simón Bolívar,https://www.informeinmobiliario.com/apartamentos-venta-copacabana-simon-bolivar/proyecto/1308,2019000000.0,65.0,2,3,2025-2026,No info,No info,No info
Puerto Vallarta,Apartamentos,Bello,Santa Ana,https://www.informeinmobiliario.com/apartamentos-venta-bello-santa-ana/proyecto/1296,201700000.0,54.0,2,3,No info,No info,No info,No info
La Recoleta,Lotes,La Ceja,,https://www.informeinmobiliario.com/lotes-venta-la-ceja/proyecto/1512,200000000.0,62.0,No info,No info,No info,No info,No info,No info
La Recoleta,Lotes,La Ceja,,https://www.informeinmobiliario.com/lotes-venta-la-ceja/proyecto/1512,2000000000.0,62.0,No info,No info,No info,No info,No info,No info
Verdeventura,Apartamentos,Bello,Santa Ana,https://www.informeinmobiliario.com/apartamentos-venta-bello-santa-ana/proyecto/1383,199500000.0,52.0,2,2,No info,No info,1,No info
San Agustín,Apartamentos,Bello,Machado,https://www.informeinmobiliario.com/apartamentos-venta-bello-machado/proyecto/1335,201600000.0,49.0,2,3,No info,No info,No info,No info
El Bosque,Apartamentos,Bello,Primavera,https://www.informeinmobiliario.com/apartamentos-venta-bello-primavera/proyecto/1240,196500000.0,55.0,2,3,No info,No info,No info,No info
Mineratto,Apartamentos,Bello,Riachuelos,https://www.informeinmobiliario.com/apartamentos-venta-bello-riachuelos/proyecto/1358,196500000.0,51.0,2,2,2025,No info,1,No info
Parque Alto,Apartamentos,Bello,Primavera,https://www.informeinmobiliario.com/apartamentos-venta-bello-primavera/proyecto/961,196500000.0,54.0,2,3,No info,No info,No info,No info
Family Lotes,Lotes,El Carmen de Viboral,,https://www.informeinmobiliario.com/lotes-venta-el-carmen-de-viboral/proyecto/1195,194800000.0,72.0,No info,No info,No info,No info,No info,No info
Family Lotes,Lotes,El Carmen de Viboral,,https://www.informeinmobiliario.com/lotes-venta-el-carmen-de-viboral/proyecto/1195,1948000000.0,85.0,No info,No info,No info,No info,No info,No info
Family Lotes,Lotes,El Carmen de Viboral,,https://www.informeinmobiliario.com/lotes-venta-el-carmen-de-viboral/proyecto/1195,19480000000.0,85.0,No info,No info,No info,No info,No info,No info
Villa Gabriela,Apartamentos,San Antonio de Prado,,https://www.informeinmobiliario.com/apartamentos-venta-san-antonio-de-prado/proyecto/1122,193000000.0,48.0,2,2,No info,No info,No info,No info
Villa Gabriela,Apartamentos,San Antonio de Prado,,https://www.informeinmobiliario.com/apartamentos-venta-san-antonio-de-prado/proyecto/1122,1930000000.0,54.0,2,2,No info,No info,1,No info
Primitiv,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1085,205000000.0,51.0,2,2,No info,No info,No info,No info
Primitiv,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1085,2050000000.0,70.0,2,3,No info,No info,No info,No info
Primitiv,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1085,20500000000.0,74.0,2,3,No info,No info,No info,No info
Primitiv,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1085,205000000000.0,80.0,2,3,No info,No info,No info,No info
Primitiv,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1085,2050000000000.0,80.0,2,3,No info,No info,No info,No info
Fragua,Apartamentos,Bello,Terrasol,https://www.informeinmobiliario.com/apartamentos-venta-bello-terrasol/proyecto/1291,192500000.0,52.0,2,3,No info,No info,No info,No info
Jaggua,Apartamentos,Caldas,V. Primavera,https://www.informeinmobiliario.com/apartamentos-venta-caldas-v-primavera/proyecto/1137,204800000.0,49.0,2,3,No info,No info,No info,No info
Montiara,Apartamentos,Bello,Búcaros,https://www.informeinmobiliario.com/apartamentos-venta-bello-bucaros/proyecto/1230,203652000.0,51.0,2,2,No info,No info,1,No info
Rincón del Valle,Apartamentos,Medellín,Robledo,https://www.informeinmobiliario.com/apartamentos-venta-medellin-robledo/proyecto/1343,214000000.0,49.0,2,2,2026,No info,No info,No info
Anacaona,Apartamentos,Itagüí,El Rosario,https://www.informeinmobiliario.com/apartamentos-venta-itagui-el-rosario/proyecto/1069,212000000.0,55.0,2,2,No info,No info,1,No info
Arboleda de Sion,Apartamentos,Copacabana,Machado,https://www.informeinmobiliario.com/apartamentos-venta-copacabana-machado/proyecto/1310,213000000.0,55.0,2,3,2026,No info,No info,No info
Arboleda de Sion,Apartamentos,Copacabana,Machado,https://www.informeinmobiliario.com/apartamentos-venta-copacabana-machado/proyecto/1310,258020000.0,59.0,2,3,2026,No info,No info,No info
Solé,Apartamentos,Marinilla,La Dalia,https://www.informeinmobiliario.com/apartamentos-venta-marinilla-la-dalia/proyecto/1433,208435000.0,50.0,2,3,No info,No info,No info,No info
Solé,Apartamentos,Marinilla,La Dalia,https://www.informeinmobiliario.com/apartamentos-venta-marinilla-la-dalia/proyecto/1433,2084350000.0,50.0,2,3,No info,No info,No info,No info
Iroko,Apartamentos,Rionegro,V. Fontibon,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-fontibon/proyecto/1430,208000000.0,50.0,2,2,No info,No info,1,No info
Tayrona,Apartamentos,Bello,Machado,https://www.informeinmobiliario.com/apartamentos-venta-bello-machado/proyecto/1336,208600000.0,54.0,2,3,No info,No info,1,No info
Entre Soles,Apartamentos,Bello,San Gabriel,https://www.informeinmobiliario.com/apartamentos-venta-bello-san-gabriel/proyecto/1432,206000000.0,56.0,2,3,Lanzamiento,No info,1,No info
Kaizen,Apartamentos,Rionegro,Nueva Vía al Tanque,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-nueva-via-al-tanque/proyecto/1422,206000000.0,48.0,2,3,No info,No info,No info,No info
Panorama Boreal,Apartamentos,La Estrella,Tablaza,https://www.informeinmobiliario.com/apartamentos-venta-la-estrella-tablaza/proyecto/409,206712000.0,50.0,2,3,2025,No info,No info,No info
Panorama Boreal,Apartamentos,La Estrella,Tablaza,https://www.informeinmobiliario.com/apartamentos-venta-la-estrella-tablaza/proyecto/409,2067120000.0,50.0,2,3,2025,No info,No info,No info
Jardines Del Carmen,Lotes,El Carmen de Viboral,,https://www.informeinmobiliario.com/lotes-venta-el-carmen-de-viboral/proyecto/831,205260253.0,84.0,No info,No info,No info,No info,No info,No info
Jardines Del Carmen,Lotes,El Carmen de Viboral,,https://www.informeinmobiliario.com/lotes-venta-el-carmen-de-viboral/proyecto/831,2052602530.0,106.0,No info,No info,No info,No info,No info,No info
Jardines Del Carmen,Lotes,El Carmen de Viboral,,https://www.informeinmobiliario.com/lotes-venta-el-carmen-de-viboral/proyecto/831,20526025300.0,106.0,No info,No info,No info,No info,No info,No info
Sonatto,Apartamentos,Copacabana,Machado,https://www.informeinmobiliario.com/apartamentos-venta-copacabana-machado/proyecto/1306,205500000.0,55.0,2,2,No info,No info,No info,No info
Valle Celeste,Apartamentos,Carmen de Viboral,,https://www.informeinmobiliario.com/apartamentos-venta-carmen-de-viboral/proyecto/1511,205000000.0,53.0,2,2,No info,No info,No info,No info
Belaví,Apartamentos,Bello,Nortiko,https://www.informeinmobiliario.com/apartamentos-venta-bello-nortiko/proyecto/1288,217700000.0,52.0,2,3,No info,No info,No info,No info
Sendero Silvestre,Apartamentos,Bello,Navarra,https://www.informeinmobiliario.com/apartamentos-venta-bello-navarra/proyecto/976,203652000.0,55.0,2,3,No info,No info,No info,No info
Buenavista,Apartamentos,Sabaneta,María Auxiliadora,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-maria-auxiliadora/proyecto/983,216212400.0,55.0,2,2,No info,No info,1,No info
Wayra,Apartamentos,Bello,,https://www.informeinmobiliario.com/apartamentos-venta-bello/proyecto/1421,215000000.0,52.0,2,2,2026,No info,No info,No info
Azul,Apartamentos,Sabaneta,María Auxiliadora,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-maria-auxiliadora/proyecto/1495,245000000.0,55.0,2,2,2027,No info,1,No info
Azul,Apartamentos,Sabaneta,María Auxiliadora,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-maria-auxiliadora/proyecto/1495,2450000000.0,55.0,2,2,2027,No info,1,No info
Reserva Serrat Semillas,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/1481,243300000.0,50.0,2,2,No info,No info,1,No info
Reserva Serrat Semillas,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/1481,2433000000.0,50.0,2,2,No info,No info,1,No info
Pradera Real,Lotes,La Ceja,Nueva Circunvalar Sur,https://www.informeinmobiliario.com/lotes-venta-la-ceja-nueva-circunvalar-sur/proyecto/1316,242237000.0,104.0,No info,No info,No info,No info,No info,No info
Pradera Real,Lotes,La Ceja,Nueva Circunvalar Sur,https://www.informeinmobiliario.com/lotes-venta-la-ceja-nueva-circunvalar-sur/proyecto/1316,2422370000.0,104.0,No info,No info,No info,No info,No info,No info
Centro Empresarial Santa Maria,Oficinas,Apartadó,,https://www.informeinmobiliario.com/oficinas-venta-apartado/proyecto/1525,235925000.0,28.0,No info,No info,No info,No info,No info,No info
Puerto Madero,Apartamentos,San Antonio de Prado,,https://www.informeinmobiliario.com/apartamentos-venta-san-antonio-de-prado/proyecto/1253,229900000.0,78.0,2,3,No info,No info,1,No info
Jardines De La Colombiere,Lotes,La Ceja,,https://www.informeinmobiliario.com/lotes-venta-la-ceja/proyecto/830,235055513.0,91.0,No info,No info,No info,No info,No info,No info
Jardines De La Colombiere,Lotes,La Ceja,,https://www.informeinmobiliario.com/lotes-venta-la-ceja/proyecto/830,2350555130.0,91.0,No info,No info,No info,No info,No info,No info
Portal del Paraíso,Apartamentos,Sabaneta,María Auxiliadora,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-maria-auxiliadora/proyecto/1418,228019114.0,55.0,2,2,No info,No info,1,No info
Portal del Paraíso,Apartamentos,Sabaneta,María Auxiliadora,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-maria-auxiliadora/proyecto/1418,2280191140.0,55.0,2,2,No info,No info,1,No info
Zinia,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/1452,226000000.0,46.0,2,2,No info,No info,1,No info
Cerro Verde,Apartamentos,Bello,Terranova,https://www.informeinmobiliario.com/apartamentos-venta-bello-terranova/proyecto/1290,227400000.0,54.0,2,3,No info,No info,No info,No info
Ribero,Apartamentos,Copacabana,,https://www.informeinmobiliario.com/apartamentos-venta-copacabana/proyecto/1385,223119000.0,52.0,2,2,No info,No info,1,No info
Puerto Capri,Apartamentos,Bello,Santa Ana,https://www.informeinmobiliario.com/apartamentos-venta-bello-santa-ana/proyecto/1492,221000000.0,53.0,2,3,No info,No info,No info,No info
Sendero Silvestre 2,Apartamentos,Bello,Navarra,https://www.informeinmobiliario.com/apartamentos-venta-bello-navarra/proyecto/1128,217740000.0,54.0,2,3,No info,No info,No info,No info
Mazzú,Apartamentos,Caldas,V. Primavera,https://www.informeinmobiliario.com/apartamentos-venta-caldas-v-primavera/proyecto/1434,217700000.0,49.0,2,2,No info,No info,No info,No info
Verona,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1087,299090000.0,47.0,2,1,No info,1,No info,No info
Verona,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1087,2990900000.0,50.0,2,1,No info,1,No info,No info
Verona,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1087,29909000000.0,70.0,2,3,No info,1,No info,No info
Verona,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1087,299090000000.0,70.0,2,3,No info,1,No info,No info
Crista medical,Consultorios,Medellín,Estadio,https://www.informeinmobiliario.com/consultorios-venta-medellin-estadio/proyecto/1225,291290000.0,27.0,No info,No info,No info,1,No info,No info
Crista medical,Consultorios,Medellín,Estadio,https://www.informeinmobiliario.com/consultorios-venta-medellin-estadio/proyecto/1225,2912900000.0,46.0,No info,No info,2024,1,No info,No info
Crista medical,Consultorios,Medellín,Estadio,https://www.informeinmobiliario.com/consultorios-venta-medellin-estadio/proyecto/1225,29129000000.0,46.0,No info,No info,2024,1,No info,No info
Fiorenza,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/1000,283000000.0,50.0,2,3,No info,1,No info,No info
Fiorenza,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/1000,2830000000.0,58.0,2,3,No info,1,1,No info
Compostela,Lotes,La Ceja,,https://www.informeinmobiliario.com/lotes-venta-la-ceja/proyecto/1352,285681000.0,119.0,No info,No info,No info,No info,No info,No info
Compostela,Lotes,La Ceja,,https://www.informeinmobiliario.com/lotes-venta-la-ceja/proyecto/1352,2856810000.0,119.0,No info,No info,No info,No info,No info,No info
Almendra,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1414,281000000.0,61.0,2,3,2025,No info,No info,No info
Vibratto,Apartamentos,Copacabana,Machado,https://www.informeinmobiliario.com/apartamentos-venta-copacabana-machado/proyecto/1307,280900000.0,59.0,2,3,No info,1,1,No info
Vibratto,Apartamentos,Copacabana,Machado,https://www.informeinmobiliario.com/apartamentos-venta-copacabana-machado/proyecto/1307,2809000000.0,63.0,2,2,No info,1,1,No info
Vibratto,Apartamentos,Copacabana,Machado,https://www.informeinmobiliario.com/apartamentos-venta-copacabana-machado/proyecto/1307,28090000000.0,67.0,2,3,No info,1,1,No info
Flor De Loto,Apartamentos,Bello,Fabricato,https://www.informeinmobiliario.com/apartamentos-venta-bello-fabricato/proyecto/856,282504000.0,62.0,2,2,No info,No info,1,No info
Flor De Loto,Apartamentos,Bello,Fabricato,https://www.informeinmobiliario.com/apartamentos-venta-bello-fabricato/proyecto/856,2825040000.0,63.0,2,3,No info,No info,1,No info
Flor De Loto,Apartamentos,Bello,Fabricato,https://www.informeinmobiliario.com/apartamentos-venta-bello-fabricato/proyecto/856,28250400000.0,68.0,2,3,No info,No info,1,No info
Glanz Living,Suites,Rionegro,V. Quirama,https://www.informeinmobiliario.com/suites-venta-rionegro-v-quirama/proyecto/1435,277500000.0,36.0,1,1,No info,1,No info,No info
Glanz Living,Suites,Rionegro,V. Quirama,https://www.informeinmobiliario.com/suites-venta-rionegro-v-quirama/proyecto/1435,2775000000.0,51.0,2,2,No info,1,No info,No info
Glanz Living,Suites,Rionegro,V. Quirama,https://www.informeinmobiliario.com/suites-venta-rionegro-v-quirama/proyecto/1435,27750000000.0,59.0,2,2,No info,1,No info,No info
Aki,Apartamentos,Bello,Fabricato,https://www.informeinmobiliario.com/apartamentos-venta-bello-fabricato/proyecto/794,272542000.0,50.0,2,2,No info,No info,No info,No info
Aki,Apartamentos,Bello,Fabricato,https://www.informeinmobiliario.com/apartamentos-venta-bello-fabricato/proyecto/794,2725420000.0,61.0,2,2,No info,No info,No info,No info
Aki,Apartamentos,Bello,Fabricato,https://www.informeinmobiliario.com/apartamentos-venta-bello-fabricato/proyecto/794,27254200000.0,68.0,2,3,No info,No info,No info,No info
Aki,Apartamentos,Bello,Fabricato,https://www.informeinmobiliario.com/apartamentos-venta-bello-fabricato/proyecto/794,272542000000.0,71.0,2,3,2024 - 2026,No info,No info,No info
Ensenada,Apartamentos,Bello,Amazonía,https://www.informeinmobiliario.com/apartamentos-venta-bello-amazonia/proyecto/705,272300000.0,55.0,2,2,No info,No info,No info,No info
