nombre,tipo,ciudad,barrio,link,Precio,Área,Baños,Habitaciones,Entrega,Parqueaderos,Estudio,cuarto_util
Ensenada,Apartamentos,Bello,Amazonía,https://www.informeinmobiliario.com/apartamentos-venta-bello-amazonia/proyecto/705,2723000000.0,63.0,2,3,No info,No info,No info,No info
Ensenada,Apartamentos,Bello,Amazonía,https://www.informeinmobiliario.com/apartamentos-venta-bello-amazonia/proyecto/705,27230000000.0,71.0,2,3,No info,No info,No info,No info
Organica,Lotes,La Ceja,,https://www.informeinmobiliario.com/lotes-venta-la-ceja/proyecto/1292,260000000.0,75.0,No info,No info,No info,No info,No info,No info
Organica,Lotes,La Ceja,,https://www.informeinmobiliario.com/lotes-venta-la-ceja/proyecto/1292,2600000000.0,75.0,No info,No info,No info,No info,No info,No info
Like Rooms,Suites,Medellín,Centro,https://www.informeinmobiliario.com/suites-venta-medellin-centro/proyecto/1475,263660000.0,28.0,1,1,No info,No info,No info,No info
Like Rooms,Suites,Medellín,Centro,https://www.informeinmobiliario.com/suites-venta-medellin-centro/proyecto/1475,2636600000.0,34.0,1,1,No info,No info,No info,No info
Tao,Apartamentos,Rionegro,Tranvía,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-tranvia/proyecto/181,302423843.0,53.0,2,2,No info,1,1,No info
Tao,Apartamentos,Rionegro,Tranvía,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-tranvia/proyecto/181,3024238430.0,60.0,2,2,No info,1,1,No info
Tao,Apartamentos,Rionegro,Tranvía,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-tranvia/proyecto/181,30242384300.0,68.0,2,3,No info,1,1,No info
Lavore,Apartaestudios,Sabaneta,,https://www.informeinmobiliario.com/apartaestudios-venta-sabaneta/proyecto/1110,345153624.0,44.0,1,1,No info,1,1,No info
Canto Lotes,Lotes,Rionegro,San Antonio de Pereira,https://www.informeinmobiliario.com/lotes-venta-rionegro-san-antonio-de-pereira/proyecto/1248,345000000.0,108.0,No info,No info,No info,No info,No info,No info
Canto Lotes,Lotes,Rionegro,San Antonio de Pereira,https://www.informeinmobiliario.com/lotes-venta-rionegro-san-antonio-de-pereira/proyecto/1248,3450000000.0,148.0,No info,No info,No info,No info,No info,No info
Villacastín,Lotes,Rionegro,V. Quirama,https://www.informeinmobiliario.com/lotes-venta-rionegro-v-quirama/proyecto/1220,338000000.0,98.0,No info,No info,No info,No info,No info,No info
Esmeralda,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1319,333810000.0,47.0,2,1,No info,No info,No info,No info
Esmeralda,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1319,3338100000.0,62.0,2,2,No info,No info,1,No info
Esmeralda,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1319,33381000000.0,68.0,2,3,No info,No info,1,No info
Esmeralda,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1319,333810000000.0,71.0,2,3,No info,No info,1,No info
Esmeralda,Apartamentos,La Ceja,,https://www.informeinmobiliario.com/apartamentos-venta-la-ceja/proyecto/1319,3338100000000.0,71.0,2,3,No info,No info,1,No info
Ojo de Rio,Lotes,Puerto Triunfo,,https://www.informeinmobiliario.com/lotes-venta-puerto-triunfo/proyecto/1391,332525000.0,5000.0,No info,No info,No info,No info,No info,No info
Tirrena,Apartaestudios,Sabaneta,Loma de San Jose,https://www.informeinmobiliario.com/apartaestudios-venta-sabaneta-loma-de-san-jose/proyecto/1513,326000000.0,49.0,No info,1,No info,No info,No info,No info
Tirrena,Apartaestudios,Sabaneta,Loma de San Jose,https://www.informeinmobiliario.com/apartaestudios-venta-sabaneta-loma-de-san-jose/proyecto/1513,3260000000.0,63.0,No info,2,No info,No info,No info,No info
Tirrena,Apartaestudios,Sabaneta,Loma de San Jose,https://www.informeinmobiliario.com/apartaestudios-venta-sabaneta-loma-de-san-jose/proyecto/1513,32600000000.0,65.0,No info,3,No info,No info,No info,No info
Pradera La Argentina,Lotes,El Retiro,V. La Argentina,https://www.informeinmobiliario.com/lotes-venta-el-retiro-v-la-argentina/proyecto/1243,332000000.0,89.0,No info,No info,No info,No info,No info,No info
Pradera La Argentina,Lotes,El Retiro,V. La Argentina,https://www.informeinmobiliario.com/lotes-venta-el-retiro-v-la-argentina/proyecto/1243,3320000000.0,167.0,No info,No info,No info,No info,No info,No info
FaroVerde,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/859,319985000.0,61.0,2,2,No info,1,1,No info
FaroVerde,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/859,3199850000.0,65.0,2,2,No info,1,1,No info
FaroVerde,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/859,31998500000.0,71.0,2,2,No info,1,1,No info
Camino Del Viento,Apartamentos,Bello,Amazonía,https://www.informeinmobiliario.com/apartamentos-venta-bello-amazonia/proyecto/999,316700000.0,56.0,2,3,No info,No info,No info,No info
Camino Del Viento,Apartamentos,Bello,Amazonía,https://www.informeinmobiliario.com/apartamentos-venta-bello-amazonia/proyecto/999,3167000000.0,61.0,2,3,No info,No info,No info,No info
Bulevar Verde,Apartamentos,Itagüí,Los Gómez,https://www.informeinmobiliario.com/apartamentos-venta-itagui-los-gomez/proyecto/1116,314600000.0,63.0,2,3,No info,1,1,No info
Bulevar Verde,Apartamentos,Itagüí,Los Gómez,https://www.informeinmobiliario.com/apartamentos-venta-itagui-los-gomez/proyecto/1116,3146000000.0,68.0,2,3,No info,1,1,No info
Bulevar Verde,Apartamentos,Itagüí,Los Gómez,https://www.informeinmobiliario.com/apartamentos-venta-itagui-los-gomez/proyecto/1116,31460000000.0,68.0,2,3,No info,1,1,No info
Altos de Santana,Apartamentos,Rionegro,V. Ojo de Agua,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-ojo-de-agua/proyecto/1148,345854000.0,58.0,2,2,No info,1,No info,No info
Altos de Santana,Apartamentos,Rionegro,V. Ojo de Agua,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-ojo-de-agua/proyecto/1148,3458540000.0,64.0,2,3,2024,1,No info,No info
Altos de Santana,Apartamentos,Rionegro,V. Ojo de Agua,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-ojo-de-agua/proyecto/1148,34585400000.0,66.0,2,3,2024,1,1,No info
Altos de Santana,Apartamentos,Rionegro,V. Ojo de Agua,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-ojo-de-agua/proyecto/1148,345854000000.0,70.0,2,3,2024,1,1,No info
Altos de Santana,Apartamentos,Rionegro,V. Ojo de Agua,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-ojo-de-agua/proyecto/1148,3458540000000.0,73.0,2,3,2024,1,1,No info
Altos de Santana,Apartamentos,Rionegro,V. Ojo de Agua,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-ojo-de-agua/proyecto/1148,34585400000000.0,73.0,2,3,2024,1,1,No info
Retiro Silvestre,Lotes,El Retiro,,https://www.informeinmobiliario.com/lotes-venta-el-retiro/proyecto/1489,373000000.0,92.0,No info,No info,No info,No info,No info,No info
Century Tower,Apartamentos,Sabaneta,La Doctora,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-la-doctora/proyecto/989,365690000.0,48.0,1,1,No info,1,No info,No info
Century Tower,Apartamentos,Sabaneta,La Doctora,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-la-doctora/proyecto/989,3656900000.0,58.0,2,2,No info,1,No info,No info
Century Tower,Apartamentos,Sabaneta,La Doctora,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-la-doctora/proyecto/989,36569000000.0,61.0,2,2,2024,1,No info,No info
Century Tower,Apartamentos,Sabaneta,La Doctora,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-la-doctora/proyecto/989,365690000000.0,70.0,2,3,2024,1,No info,No info
Century Tower,Apartamentos,Sabaneta,La Doctora,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-la-doctora/proyecto/989,3656900000000.0,70.0,2,3,2024,1,No info,No info
Vitha,Consultorios,Medellín,Av. San Juan,https://www.informeinmobiliario.com/consultorios-venta-medellin-av-san-juan/proyecto/1095,364000000.0,29.0,No info,No info,No info,No info,No info,No info
Vitha,Consultorios,Medellín,Av. San Juan,https://www.informeinmobiliario.com/consultorios-venta-medellin-av-san-juan/proyecto/1095,3640000000.0,29.0,No info,No info,No info,No info,No info,No info
Reserva Serrat Selva,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/769,363900000.0,46.0,1,2,No info,1,No info,No info
Reserva Serrat Selva,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/769,3639000000.0,57.0,2,2,No info,1,No info,No info
Bahía Oasis Urbano,Apartamentos,Itagüí,Ditaires,https://www.informeinmobiliario.com/apartamentos-venta-itagui-ditaires/proyecto/1056,357400000.0,61.0,2,2,No info,No info,1,No info
Bahía Oasis Urbano,Apartamentos,Itagüí,Ditaires,https://www.informeinmobiliario.com/apartamentos-venta-itagui-ditaires/proyecto/1056,3574000000.0,69.0,2,3,No info,No info,1,No info
Bahía Oasis Urbano,Apartamentos,Itagüí,Ditaires,https://www.informeinmobiliario.com/apartamentos-venta-itagui-ditaires/proyecto/1056,35740000000.0,69.0,2,3,No info,No info,1,No info
Llanoazul,Casas,Girardota,,https://www.informeinmobiliario.com/casas-venta-girardota/proyecto/872,355000000.0,69.0,2,3,No info,1,1,No info
Llanoazul,Casas,Girardota,,https://www.informeinmobiliario.com/casas-venta-girardota/proyecto/872,3550000000.0,114.0,2,3,No info,1,1,No info
Kora,Lotes,Rionegro,V. Barro Blanco,https://www.informeinmobiliario.com/lotes-venta-rionegro-v-barro-blanco/proyecto/1097,349500000.0,98.0,No info,No info,No info,No info,No info,No info
Ciudadela Del Parque,Apartamentos,Itagüí,Centro de la Moda,https://www.informeinmobiliario.com/apartamentos-venta-itagui-centro-de-la-moda/proyecto/935,349100000.0,65.0,2,3,No info,1,1,No info
Ciudadela Del Parque,Apartamentos,Itagüí,Centro de la Moda,https://www.informeinmobiliario.com/apartamentos-venta-itagui-centro-de-la-moda/proyecto/935,3491000000.0,67.0,2,3,No info,1,1,No info
Ciudadela Del Parque,Apartamentos,Itagüí,Centro de la Moda,https://www.informeinmobiliario.com/apartamentos-venta-itagui-centro-de-la-moda/proyecto/935,34910000000.0,71.0,2,3,No info,1,1,No info
Ciudadela Del Parque,Apartamentos,Itagüí,Centro de la Moda,https://www.informeinmobiliario.com/apartamentos-venta-itagui-centro-de-la-moda/proyecto/935,349100000000.0,81.0,2,3,No info,1,1,No info
Ciudadela Del Parque,Apartamentos,Itagüí,Centro de la Moda,https://www.informeinmobiliario.com/apartamentos-venta-itagui-centro-de-la-moda/proyecto/935,3491000000000.0,81.0,2,3,No info,1,1,No info
Metropolitan Salud,Consultorios,Medellín,El Poblado,https://www.informeinmobiliario.com/consultorios-venta-medellin-el-poblado/proyecto/1282,348000000.0,29.0,No info,No info,No info,1,No info,No info
Metropolitan Salud,Consultorios,Medellín,El Poblado,https://www.informeinmobiliario.com/consultorios-venta-medellin-el-poblado/proyecto/1282,3480000000.0,48.0,No info,No info,No info,758,No info,No info
Metropolitan Salud,Consultorios,Medellín,El Poblado,https://www.informeinmobiliario.com/consultorios-venta-medellin-el-poblado/proyecto/1282,34800000000.0,48.0,No info,No info,No info,758,No info,No info
Núvica Lotes,Lotes,Rionegro,V. Quirama,https://www.informeinmobiliario.com/lotes-venta-rionegro-v-quirama/proyecto/1218,349000000.0,98.0,No info,No info,No info,No info,No info,No info
Aluna,Lotes,Marinilla,,https://www.informeinmobiliario.com/lotes-venta-marinilla/proyecto/1425,377860212.0,2500.0,No info,No info,No info,No info,No info,No info
Céntrika,Apartamentos,Medellín,Centro,https://www.informeinmobiliario.com/apartamentos-venta-medellin-centro/proyecto/1502,400060000.0,71.0,2,2,No info,1,No info,No info
Céntrika,Apartamentos,Medellín,Centro,https://www.informeinmobiliario.com/apartamentos-venta-medellin-centro/proyecto/1502,4000600000.0,78.0,2,3,No info,1,1,No info
Wood,Apartamentos,El Retiro,V. Pantanillo (El Retiro),https://www.informeinmobiliario.com/apartamentos-venta-el-retiro-v-pantanillo-el-retiro/proyecto/1203,396500000.0,50.0,1,1,No info,1,No info,No info
Wood,Apartamentos,El Retiro,V. Pantanillo (El Retiro),https://www.informeinmobiliario.com/apartamentos-venta-el-retiro-v-pantanillo-el-retiro/proyecto/1203,3965000000.0,50.0,2,2,No info,1,No info,No info
Wood,Apartamentos,El Retiro,V. Pantanillo (El Retiro),https://www.informeinmobiliario.com/apartamentos-venta-el-retiro-v-pantanillo-el-retiro/proyecto/1203,39650000000.0,50.0,2,2,No info,1,No info,No info
Cambulo,Apartamentos,Rionegro,V. Barro Blanco,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-barro-blanco/proyecto/1038,392980000.0,59.0,2,2,No info,No info,No info,No info
Cambulo,Apartamentos,Rionegro,V. Barro Blanco,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-barro-blanco/proyecto/1038,3929800000.0,62.0,2,2,No info,No info,No info,No info
Cambulo,Apartamentos,Rionegro,V. Barro Blanco,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-barro-blanco/proyecto/1038,39298000000.0,69.0,3,2,No info,No info,No info,No info
Cambulo,Apartamentos,Rionegro,V. Barro Blanco,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-barro-blanco/proyecto/1038,392980000000.0,75.0,2,2,No info,No info,No info,No info
Cambulo,Apartamentos,Rionegro,V. Barro Blanco,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-barro-blanco/proyecto/1038,3929800000000.0,75.0,2,2,No info,No info,No info,No info
Ecoh,Apartamentos,Sabaneta,Loma de San Jose,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-loma-de-san-jose/proyecto/868,391000000.0,55.0,2,2,No info,No info,No info,No info
Yarumo,Apartamentos,Rionegro,V. Barro Blanco,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-barro-blanco/proyecto/1245,393600000.0,53.0,2,1,No info,No info,No info,No info
Ecoh,Apartamentos,Sabaneta,Loma de San Jose,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-loma-de-san-jose/proyecto/868,3910000000.0,62.0,2,3,No info,No info,No info,No info
Ecoh,Apartamentos,Sabaneta,Loma de San Jose,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-loma-de-san-jose/proyecto/868,39100000000.0,71.0,2,3,No info,No info,No info,No info
Ecoh,Apartamentos,Sabaneta,Loma de San Jose,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-loma-de-san-jose/proyecto/868,391000000000.0,71.0,2,3,No info,No info,No info,No info
Reserva Serrat Origen,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/891,389234000.0,62.0,2,3,No info,1,No info,No info
Reserva Serrat Origen,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/891,3892340000.0,62.0,2,3,No info,1,No info,No info
Entre Aires,Apartamentos,Sabaneta,,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta/proyecto/1299,385000000.0,55.0,2,2,2025,1,No info,No info
Entre Aires,Apartamentos,Sabaneta,,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta/proyecto/1299,3850000000.0,70.0,2,2,2025,1,1,No info
Entre Aires,Apartamentos,Sabaneta,,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta/proyecto/1299,38500000000.0,70.0,2,2,2025,1,1,No info
Pacifica,Apartamentos,Itagüí,Ditaires,https://www.informeinmobiliario.com/apartamentos-venta-itagui-ditaires/proyecto/1044,380900000.0,61.0,2,3,No info,No info,No info,No info
Pacifica,Apartamentos,Itagüí,Ditaires,https://www.informeinmobiliario.com/apartamentos-venta-itagui-ditaires/proyecto/1044,3809000000.0,65.0,2,3,No info,No info,No info,No info
Pacifica,Apartamentos,Itagüí,Ditaires,https://www.informeinmobiliario.com/apartamentos-venta-itagui-ditaires/proyecto/1044,38090000000.0,67.0,2,3,No info,No info,No info,No info
Pacifica,Apartamentos,Itagüí,Ditaires,https://www.informeinmobiliario.com/apartamentos-venta-itagui-ditaires/proyecto/1044,380900000000.0,67.0,2,3,No info,No info,No info,No info
La Fontana,Lotes,Llanogrande,,https://www.informeinmobiliario.com/lotes-venta-llanogrande/proyecto/1170,402226208.0,117.0,No info,No info,No info,No info,No info,No info
Vivante,Lotes,Llanogrande,Sector Gualanday,https://www.informeinmobiliario.com/lotes-venta-llanogrande-sector-gualanday/proyecto/1347,455000000.0,109.0,No info,No info,No info,No info,No info,No info
Terrah,Apartamentos,Sabaneta,Loma de San Jose,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-loma-de-san-jose/proyecto/1023,455000000.0,72.0,2,2,No info,No info,No info,No info
Terrah,Apartamentos,Sabaneta,Loma de San Jose,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-loma-de-san-jose/proyecto/1023,4550000000.0,75.0,2,3,No info,No info,No info,No info
Terrah,Apartamentos,Sabaneta,Loma de San Jose,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-loma-de-san-jose/proyecto/1023,45500000000.0,79.0,2,3,No info,No info,No info,No info
Terrah,Apartamentos,Sabaneta,Loma de San Jose,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-loma-de-san-jose/proyecto/1023,455000000000.0,88.0,2,3,No info,No info,No info,No info
Terrah,Apartamentos,Sabaneta,Loma de San Jose,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-loma-de-san-jose/proyecto/1023,4550000000000.0,88.0,2,3,No info,No info,No info,No info
Park City,Apartamentos,Rionegro,El Porvenir,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-el-porvenir/proyecto/1453,447000000.0,52.0,2,1,2026,1,No info,No info
Park City,Apartamentos,Rionegro,El Porvenir,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-el-porvenir/proyecto/1453,4470000000.0,60.0,2,2,2026,1,No info,No info
Park City,Apartamentos,Rionegro,El Porvenir,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-el-porvenir/proyecto/1453,44700000000.0,65.0,3,2,2026,1,No info,No info
Park City,Apartamentos,Rionegro,El Porvenir,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-el-porvenir/proyecto/1453,447000000000.0,70.0,3,2,2026,1,No info,No info
Park City,Apartamentos,Rionegro,El Porvenir,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-el-porvenir/proyecto/1453,4470000000000.0,76.0,3,3,2026,1,No info,No info
Park City,Apartamentos,Rionegro,El Porvenir,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-el-porvenir/proyecto/1453,44700000000000.0,85.0,3,3,2026,1,No info,No info
Zanetti,Apartamentos,Itagüí,Sector Las Chimeneas,https://www.informeinmobiliario.com/apartamentos-venta-itagui-sector-las-chimeneas/proyecto/884,421200000.0,64.0,2,3,No info,No info,No info,No info
Zanetti,Apartamentos,Itagüí,Sector Las Chimeneas,https://www.informeinmobiliario.com/apartamentos-venta-itagui-sector-las-chimeneas/proyecto/884,4212000000.0,69.0,2,3,No info,No info,1,No info
Zanetti,Apartamentos,Itagüí,Sector Las Chimeneas,https://www.informeinmobiliario.com/apartamentos-venta-itagui-sector-las-chimeneas/proyecto/884,42120000000.0,77.0,2,3,No info,No info,1,No info
Zanetti,Apartamentos,Itagüí,Sector Las Chimeneas,https://www.informeinmobiliario.com/apartamentos-venta-itagui-sector-las-chimeneas/proyecto/884,421200000000.0,77.0,2,3,No info,No info,1,No info
El Rosal,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/221,412200000.0,71.0,2,3,2023,1,1,No info
El Rosal,Apartamentos,Medellín,Calasanz,https://www.informeinmobiliario.com/apartamentos-venta-medellin-calasanz/proyecto/221,4122000000.0,71.0,2,3,2023,1,1,No info
Citadela Di Sole,Apartamentos,Santa Fe de Antioquia,,https://www.informeinmobiliario.com/apartamentos-venta-santa-fe-de-antioquia/proyecto/857,409011000.0,56.0,2,1,No info,1,No info,No info
Citadela Di Sole,Apartamentos,Santa Fe de Antioquia,,https://www.informeinmobiliario.com/apartamentos-venta-santa-fe-de-antioquia/proyecto/857,4090110000.0,76.0,3,2,No info,1,No info,No info
Citadela Di Sole,Apartamentos,Santa Fe de Antioquia,,https://www.informeinmobiliario.com/apartamentos-venta-santa-fe-de-antioquia/proyecto/857,40901100000.0,115.0,3,2,No info,1,No info,No info
Nido,Apartamentos,Sabaneta,V. Pan de Azúcar,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-v-pan-de-azucar/proyecto/886,410900000.0,62.0,2,2,No info,1,No info,No info
Nido,Apartamentos,Sabaneta,V. Pan de Azúcar,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-v-pan-de-azucar/proyecto/886,4109000000.0,75.0,2,3,No info,1,No info,No info
Nido,Apartamentos,Sabaneta,V. Pan de Azúcar,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-v-pan-de-azucar/proyecto/886,41090000000.0,77.0,2,3,No info,1,No info,No info
Nido,Apartamentos,Sabaneta,V. Pan de Azúcar,https://www.informeinmobiliario.com/apartamentos-venta-sabaneta-v-pan-de-azucar/proyecto/886,410900000000.0,77.0,2,3,No info,1,No info,No info
